compound0,compound1,similarity
DB08950,DB00561,0.5157
DB08950,DB01146,0.518
DB00251,DB01026,0.8077
DB00251,DB01263,0.5976
DB01000,DB01053,0.624
DB01000,DB00578,0.5909
DB01000,DB01147,0.5532
DB01000,DB00485,0.5455
DB01000,DB00319,0.5125
DB01000,DB00713,0.5612
DB01000,DB01061,0.5467
DB01000,DB00948,0.5157
DB01000,DB01607,0.6047
DB01077,DB00399,0.5758
DB01077,DB00720,0.68
DB01077,DB00630,0.6441
DB01077,DB00884,0.5507
DB01077,DB04160,0.6087
DB01329,DB01327,0.5392
DB01329,DB01330,0.5388
DB01329,DB00923,0.6182
DB01329,DB01212,0.5611
DB01329,DB01326,0.6986
DB01329,DB04570,0.6425
DB01329,DB00430,0.795
DB01329,DB00267,0.6168
DB01329,DB00229,0.5622
DB01329,DB00319,0.6545
DB01329,DB01328,0.6393
DB01329,DB01139,0.53
DB01329,DB00689,0.5327
DB01329,DB00274,0.5171
DB01329,DB01061,0.5143
DB01329,DB00948,0.5297
DB01329,DB01140,0.6
DB01604,DB00833,0.5921
DB01604,DB01053,0.6577
DB01604,DB00578,0.7308
DB01604,DB01147,0.5576
DB01604,DB00485,0.503
DB01604,DB00319,0.6413
DB01604,DB01602,0.8208
DB01604,DB00447,0.5526
DB01604,DB00713,0.6012
DB01604,DB00567,0.6053
DB01604,DB00739,0.5283
DB01604,DB00689,0.638
DB01604,DB01061,0.6552
DB01604,DB00948,0.6339
DB01604,DB01607,0.6013
DB00721,DB01086,0.75
DB00721,DB00892,0.7037
DB00721,DB11148,0.7907
DB00721,DB01233,0.5149
DB00721,DB09342,0.7048
DB00721,DB01161,0.7708
DB00721,DB00807,0.7238
DB00721,DB01035,0.8085
DB00721,DB02362,0.5946
DB00721,DB09085,0.66
DB00721,DB01032,0.5306
DB00721,DB00882,0.5038
DB01191,DB01012,0.5641
DB01191,DB00574,1.0
DB01191,DB01577,0.5135
DB00146,DB00169,0.8861
DB00146,DB02300,0.6503
DB00146,DB00910,0.642
DB00146,DB00153,0.7625
DB00146,DB01436,0.775
DB00146,DB01070,0.6125
DB00399,DB00720,0.5152
DB00399,DB00630,0.6133
DB00399,DB00884,0.6824
DB00953,DB00918,0.6667
DB00953,DB00315,0.678
DB00953,DB01065,0.5283
DB00953,DB00669,0.708
DB00643,DB01428,0.6126
DB00643,DB01009,0.6379
DB00643,DB09214,0.6379
DB00643,DB00518,0.6316
DB00643,DB00465,0.5299
DB00643,DB01600,0.5664
DB00907,DB11699,0.5528
DB00907,DB00473,0.5128
DB00907,DB11181,0.5882
DB00907,DB00424,0.5738
DB00907,DB11201,0.5128
DB09059,DB11700,0.5099
DB09059,DB15873,0.529
DB09059,DB15494,0.5313
DB09059,DB08890,0.5129
DB09059,DB14642,0.732
DB09059,DB00035,0.757
DB09059,DB02638,0.6746
DB09059,DB11653,0.5127
DB09059,DB13985,0.529
DB09059,DB06791,0.5486
DB09059,DB00626,0.5534
DB09102,DB13878,0.5729
DB09102,DB09027,0.6347
DB09102,DB11574,0.819
DB09102,DB11613,0.6053
DB00960,DB00195,0.5664
DB00960,DB00264,0.6154
DB00960,DB01580,0.6731
DB00960,DB01297,0.6214
DB00960,DB00187,0.5872
DB00960,DB01064,0.5055
DB00960,DB00874,0.5111
DB00960,DB01193,0.569
DB00960,DB00335,0.6214
DB00960,DB00612,0.5565
DB00960,DB00521,0.5321
DB00960,DB09351,0.5664
DB01231,DB01176,0.5512
DB01231,DB01244,0.5714
DB01231,DB04843,0.6043
DB01231,DB11642,0.5354
DB01231,DB04837,0.5806
DB01231,DB00342,0.619
DB01231,DB00647,0.5072
DB01231,DB00836,0.5939
DB01231,DB00387,0.6462
DB01231,DB00209,0.5752
DB01231,DB08799,0.5
DB01231,DB01227,0.5286
DB01231,DB09076,0.5521
DB01231,DB01625,0.5468
DB01231,DB12278,0.6027
DB01231,DB11584,0.6772
DB01231,DB00496,0.5679
DB01231,DB06787,0.5075
DB01231,DB00950,0.6012
DB01231,DB00942,0.6462
DB01231,DB00771,0.5874
DB01231,DB00645,0.5116
DB01231,DB06202,0.525
DB01231,DB00813,0.5816
DB01231,DB00376,0.6316
DB01231,DB01081,0.5868
DB01231,DB00561,0.56
DB01231,DB01146,0.5385
DB01231,DB00333,0.5606
DB00648,DB01114,0.5577
DB00648,DB01127,0.5042
DB00648,DB11155,0.5243
DB00648,DB08936,0.5586
DB00557,DB01149,0.5349
DB00557,DB01176,0.6519
DB00557,DB11642,0.5185
DB00557,DB00850,0.5677
DB00557,DB00737,0.7468
DB00557,DB01237,0.5263
DB00557,DB00354,0.7152
DB00557,DB09238,0.5588
DB00557,DB04841,0.622
DB00557,DB04890,0.5714
DB00557,DB00913,0.5033
DB00557,DB01224,0.6538
DB00557,DB00341,0.8961
DB00557,DB00433,0.5369
DB00557,DB08936,0.8029
DB00448,DB00213,0.6294
DB00448,DB01129,0.8169
DB00448,DB00730,0.5
DB00448,DB05351,1.0
DB00448,DB00338,0.5693
DB01149,DB00623,0.5165
DB01149,DB00372,0.5371
DB01149,DB00850,0.5829
DB01149,DB09128,0.5532
DB01149,DB00737,0.5056
DB01149,DB01238,0.5574
DB01149,DB01184,0.5137
DB01149,DB01224,0.5455
DB01149,DB00341,0.5287
DB01149,DB00433,0.5799
DB00599,DB01154,0.8506
DB00599,DB01351,0.5952
DB00599,DB00237,0.7407
DB00599,DB00306,0.5952
DB00599,DB01353,0.561
DB00599,DB00312,0.8571
DB09209,DB00295,0.7448
DB09209,DB00956,0.5676
DB09209,DB00327,0.5379
DB09209,DB01452,0.646
DB09209,DB00318,0.7838
DB12010,DB01157,0.5297
DB00776,DB01142,0.5217
DB00776,DB14575,0.7778
DB00776,DB00745,0.5185
DB00776,DB00829,0.5045
DB00776,DB00540,0.531
DB00776,DB00682,0.5042
DB00776,DB00670,0.5116
DB00776,DB01619,0.5133
DB00776,DB00321,0.5217
DB00776,DB00192,0.521
DB00776,DB01151,0.5664
DB00776,DB00808,0.5167
DB00776,DB01069,0.5225
DB00776,DB00458,0.5565
DB00776,DB06148,0.5664
DB00776,DB00726,0.547
DB00776,DB01399,0.5234
DB00776,DB09167,0.5217
DB00776,DB00751,0.6182
DB00776,DB00349,0.531
DB00776,DB07776,0.5192
DB00776,DB00902,0.5172
DB00776,DB11071,0.52
DB00169,DB02300,0.6584
DB00169,DB00910,0.6125
DB00169,DB00153,0.8101
DB00169,DB01436,0.8734
DB00169,DB01070,0.6582
DB00194,DB00157,0.5632
DB00194,DB06213,0.687
DB00194,DB00552,0.5047
DB00194,DB01280,0.7568
DB00194,DB00987,0.6667
DB00194,DB01262,0.5155
DB00194,DB00811,0.6263
DB00194,DB00631,0.7037
DB00194,DB00242,0.6038
DB00194,DB00131,0.8448
DB00194,DB00118,0.7559
DB00194,DB01073,0.8148
DB08906,DB00443,0.6023
DB08906,DB14512,0.7513
DB08906,DB00288,0.5473
DB08906,DB00663,0.7303
DB08906,DB06781,0.6465
DB08906,DB13867,0.8066
DB08906,DB14649,0.6196
DB08906,DB00838,0.5909
DB08906,DB13158,0.5341
DB08906,DB00324,0.6127
DB08906,DB00620,0.5568
DB08906,DB00596,0.7303
DB08906,DB01234,0.6023
DB08906,DB00588,0.8646
DB08906,DB00591,0.6738
DB08897,DB04843,0.5238
DB08897,DB00209,0.5165
DB08897,DB01409,0.5497
DB08897,DB00771,0.6395
DB00219,DB00473,0.544
DB00219,DB01062,0.7778
DB00219,DB00387,0.5909
DB00219,DB00986,0.6815
DB00219,DB06787,0.5882
DB00219,DB00942,0.5909
DB00219,DB00376,0.5778
DB00219,DB00383,0.7042
DB01114,DB11160,0.5138
DB01114,DB04837,0.5455
DB01114,DB00792,0.5688
DB01114,DB08801,0.6154
DB01114,DB01237,0.5946
DB01114,DB01173,0.5405
DB01114,DB09555,0.8438
DB01114,DB06691,0.5965
DB01114,DB04890,0.5909
DB01114,DB00405,0.8889
DB01114,DB00835,0.8889
DB01114,DB11235,0.5088
DB01114,DB01075,0.5321
DB01114,DB01239,0.5439
DB01114,DB01036,0.5
DB01114,DB00477,0.5439
DB01114,DB01242,0.5299
DB01114,DB08936,0.5217
DB01176,DB01244,0.5507
DB01176,DB04843,0.5077
DB01176,DB00408,0.5238
DB01176,DB01116,0.5
DB01176,DB00363,0.5238
DB01176,DB08799,0.5042
DB01176,DB00434,0.5645
DB01176,DB00745,0.6195
DB01176,DB00234,0.5197
DB01176,DB13720,0.55
DB01176,DB00340,0.5
DB01176,DB00737,0.6667
DB01176,DB00946,0.5042
DB01176,DB12278,0.5693
DB01176,DB00354,0.6216
DB01176,DB00289,0.5263
DB01176,DB09238,0.5775
DB01176,DB11584,0.5424
DB01176,DB01619,0.5593
DB01176,DB04841,0.585
DB01176,DB00245,0.6614
DB01176,DB01173,0.5172
DB01176,DB06148,0.5763
DB01176,DB00925,0.5
DB01176,DB00985,0.5166
DB01176,DB00341,0.6423
DB01176,DB01075,0.6316
DB01176,DB00813,0.5455
DB01176,DB00433,0.5
DB01176,DB00561,0.5248
DB01176,DB01146,0.7603
DB01176,DB00902,0.5124
DB01176,DB08936,0.8333
DB00235,DB01427,0.6118
DB00457,DB00346,0.566
DB00457,DB01162,0.7875
DB01135,DB00565,0.7291
DB01135,DB00732,0.6503
DB00565,DB00732,0.875
DB11699,DB11064,0.5133
DB11699,DB00150,0.5049
DB11699,DB00725,0.5124
DB11699,DB00757,0.7786
DB11699,DB11181,0.7288
DB11699,DB00424,0.7107
DB11699,DB00245,0.6047
DB11699,DB11201,0.5172
DB06288,DB01233,0.5738
DB06288,DB00409,0.6667
DB00535,DB00493,0.7451
DB00535,DB00833,0.5401
DB00535,DB01327,0.5098
DB00535,DB01212,0.6706
DB00535,DB01415,0.6759
DB00535,DB04918,0.6512
DB00535,DB01413,0.6625
DB00535,DB00438,0.6358
DB00535,DB01333,0.5401
DB00535,DB00267,0.6994
DB00535,DB00229,0.5663
DB00535,DB00456,0.5455
DB00535,DB01416,0.7703
DB00535,DB01139,0.5101
DB00535,DB00567,0.5401
DB00535,DB01112,0.5695
DB00535,DB00689,0.5135
DB00535,DB14879,0.5385
DB00535,DB01140,0.5612
DB00735,DB11160,0.55
DB00735,DB04837,0.5124
DB00735,DB00857,0.6929
DB00735,DB00924,0.5079
DB00735,DB08799,0.512
DB00735,DB01012,0.5324
DB00735,DB01091,0.6767
DB00735,DB00476,0.5512
DB00735,DB01173,0.5082
DB00735,DB00525,0.5156
DB00735,DB00675,0.5205
DB00735,DB00925,0.5079
DB00735,DB01075,0.5333
DB00735,DB08903,0.5263
DB00735,DB07776,0.5217
DB00735,DB00539,0.5101
DB00374,DB01240,0.5101
DB00720,DB00630,0.5763
DB00720,DB04160,0.6087
DB09079,DB00619,0.5405
DB09079,DB09238,0.5289
DB09079,DB00670,0.5608
DB00797,DB00182,0.5625
DB00797,DB03255,0.5
DB00797,DB08799,0.6667
DB00797,DB06819,0.5143
DB00797,DB06764,0.5432
DB00797,DB01577,0.5373
DB00797,DB00191,0.5455
DB00797,DB00780,0.5538
DB00797,DB01576,0.5625
DB00797,DB01626,0.5143
DB01621,DB00623,0.6893
DB01621,DB00372,0.6941
DB01621,DB00933,0.6386
DB01621,DB00850,0.7176
DB01621,DB00777,0.5696
DB01621,DB01403,0.5641
DB01621,DB00875,0.5311
DB01621,DB00508,0.6203
DB01621,DB01069,0.527
DB01621,DB01184,0.5169
DB01621,DB00458,0.5
DB01621,DB00392,0.5065
DB01621,DB01224,0.5146
DB01621,DB00680,0.5618
DB01621,DB00433,0.6951
DB01621,DB00477,0.649
DB01621,DB00902,0.5752
DB01621,DB01242,0.5195
DB01621,DB01623,0.6591
DB02789,DB03619,0.539
DB02789,DB01216,0.5652
DB02789,DB00396,0.7656
DB02789,DB13946,0.5316
DB02789,DB00624,0.6667
DB02789,DB06780,0.6619
DB02789,DB00253,0.6061
DB02789,DB05812,0.6475
DB02789,DB06710,0.56
DB02789,DB06412,0.5385
DB02789,DB01586,0.5532
DB02789,DB05990,0.5205
DB02789,DB13952,0.5116
DB02789,DB13944,0.5753
DB02789,DB01420,0.6269
DB02789,DB12499,0.5139
DB02789,DB00378,0.6406
DB02789,DB01708,0.7805
DB02789,DB01108,0.5344
DB02789,DB06718,0.5303
DB02789,DB13943,0.56
DB02789,DB06777,0.5532
DB14002,DB00163,0.8864
DB14002,DB14001,0.8923
DB14002,DB01022,0.5792
DB11160,DB01244,0.5224
DB11160,DB01142,0.569
DB11160,DB12532,0.5
DB11160,DB04837,0.6486
DB11160,DB00647,0.608
DB11160,DB00924,0.5862
DB11160,DB08799,0.5565
DB11160,DB00600,0.5657
DB11160,DB00792,0.6727
DB11160,DB00234,0.5203
DB11160,DB08801,0.5254
DB11160,DB01227,0.5197
DB11160,DB01182,0.5827
DB11160,DB01237,0.625
DB11160,DB00289,0.6
DB11160,DB01616,0.5812
DB11160,DB00321,0.569
DB11160,DB01069,0.5179
DB11160,DB00458,0.5862
DB11160,DB01173,0.6964
DB11160,DB13501,0.569
DB11160,DB06691,0.5391
DB11160,DB00726,0.5254
DB11160,DB00675,0.6176
DB11160,DB00405,0.5138
DB11160,DB00835,0.5138
DB11160,DB00925,0.6207
DB11160,DB00985,0.5306
DB11160,DB09167,0.569
DB11160,DB01075,0.6909
DB11160,DB00813,0.5156
DB11160,DB00539,0.6043
DB11160,DB00477,0.5043
DB11160,DB00333,0.5378
DB11160,DB00882,0.5324
DB11160,DB11071,0.5347
DB01244,DB01116,0.5
DB01244,DB00647,0.5503
DB01244,DB08799,0.6331
DB01244,DB00792,0.5373
DB01244,DB12278,0.5096
DB01244,DB01616,0.5248
DB01244,DB00925,0.6143
DB01244,DB01075,0.5224
DB01244,DB00813,0.6053
DB01244,DB01146,0.539
DB00905,DB00429,0.5455
DB00905,DB00287,0.6519
DB00905,DB01160,0.6437
DB00905,DB12789,0.7273
DB00905,DB01240,0.5419
DB00905,DB11660,0.6631
DB00905,DB00917,0.5974
DB00905,DB08819,0.6782
DB04221,DB03193,0.7377
DB04221,DB00632,0.7121
DB04221,DB01245,0.6195
DB04221,DB09031,0.7429
DB04221,DB09552,0.6744
DB04221,DB01083,0.5767
DB04221,DB03017,0.5577
DB04221,DB01718,0.843
DB00493,DB00833,0.5
DB00493,DB01331,0.5535
DB00493,DB01327,0.5366
DB00493,DB00923,0.5111
DB00493,DB01212,0.7845
DB00493,DB01326,0.5089
DB00493,DB01415,0.6538
DB00493,DB04918,0.5355
DB00493,DB01413,0.7602
DB00493,DB00438,0.7174
DB00493,DB01333,0.5135
DB00493,DB00267,0.8046
DB00493,DB00229,0.5989
DB00493,DB00456,0.7143
DB00493,DB01416,0.9182
DB00493,DB09050,0.5588
DB00493,DB01139,0.675
DB00493,DB00567,0.5135
DB00493,DB01112,0.7654
DB00493,DB00689,0.6792
DB00493,DB14879,0.6027
DB00493,DB01140,0.52
DB00943,DB00987,0.6591
DB00943,DB01262,0.5349
DB00943,DB00879,0.5349
DB00943,DB00709,0.7619
DB00943,DB00441,0.6444
DB00943,DB00900,0.6374
DB00823,DB09389,0.5734
DB00823,DB00396,0.507
DB00823,DB06713,0.5479
DB00823,DB06780,0.5229
DB00823,DB04839,0.5096
DB00823,DB01420,0.5
DB00823,DB12499,0.5063
DB00823,DB00351,0.5065
DB00823,DB04575,0.5
DB00823,DB00717,0.6429
DB00823,DB00603,0.5455
DB00823,DB14583,0.6447
DB00823,DB09371,0.5
DB00634,DB00359,0.6353
DB00634,DB06729,0.54
DB00634,DB00576,0.6667
DB00634,DB01086,0.5714
DB00634,DB11148,0.5263
DB00634,DB01581,0.6437
DB00634,DB00672,0.6506
DB00634,DB00263,0.6512
DB00634,DB01120,0.5455
DB00634,DB00664,0.6222
DB00634,DB01035,0.5
DB00634,DB02362,0.5938
DB00634,DB01299,0.5895
DB00634,DB06795,0.5507
DB00634,DB00839,0.5625
DB00634,DB00250,0.5714
DB00634,DB00259,0.7273
DB00634,DB06821,0.6222
DB00634,DB01015,0.6667
DB00634,DB01298,0.6304
DB00634,DB00316,0.5075
DB00634,DB01032,0.5
DB00967,DB00543,0.5077
DB00967,DB11614,0.732
DB00967,DB00719,0.7077
DB00967,DB06153,0.5354
DB04843,DB04837,0.5197
DB04843,DB00342,0.5263
DB04843,DB00647,0.539
DB04843,DB06403,0.56
DB04843,DB00836,0.5357
DB04843,DB00209,0.7564
DB04843,DB13720,0.6061
DB04843,DB00986,0.6765
DB04843,DB01227,0.5734
DB04843,DB09076,0.5301
DB04843,DB01625,0.5634
DB04843,DB12278,0.6846
DB04843,DB11584,0.6769
DB04843,DB00496,0.5333
DB04843,DB00950,0.5455
DB04843,DB00771,0.8082
DB04843,DB00245,0.5324
DB04843,DB00813,0.5278
DB04843,DB01081,0.5176
DB04843,DB01146,0.5564
DB04843,DB00333,0.5926
DB04843,DB11071,0.5128
DB00134,DB02893,1.0
DB00134,DB04339,0.549
DB00134,DB00130,0.625
DB00134,DB00128,0.5333
DB00134,DB00174,0.5333
DB00134,DB00129,0.6522
DB00134,DB00142,0.625
DB00134,DB00151,0.6
DB00134,DB00123,0.6122
DB00332,DB00209,0.5263
DB00332,DB00725,0.7717
DB00332,DB09300,0.6667
DB00332,DB00986,0.5
DB00332,DB04838,0.5902
DB00332,DB00517,0.5366
DB00332,DB11181,0.6452
DB00332,DB00424,0.7559
DB00332,DB00747,0.6769
DB00332,DB06701,0.5172
DB00332,DB11201,0.5246
DB11700,DB00067,0.5199
DB11700,DB15873,0.6237
DB11700,DB06663,0.5818
DB11700,DB15494,0.6263
DB11700,DB14642,0.6429
DB11700,DB00035,0.6099
DB11700,DB02638,0.6181
DB11700,DB11653,0.8028
DB11700,DB09099,0.6145
DB11700,DB13985,0.6237
DB11700,DB06791,0.679
DB11700,DB00626,0.5458
DB00337,DB00864,0.9186
DB00337,DB06287,0.5943
DB00337,DB00877,0.6261
DB00337,DB01590,0.6095
DB06813,DB00563,0.7234
DB06813,DB00642,0.623
DB06813,DB11596,0.5654
DB06813,DB00293,0.5297
DB06813,DB00158,0.6989
DB11689,DB11967,0.92
DB01118,DB00892,0.5541
DB01118,DB09342,0.5103
DB01118,DB00807,0.5241
DB01118,DB00527,0.6076
DB01014,DB01250,0.7121
DB01014,DB01393,0.5248
DB01014,DB00963,0.5039
DB09401,DB01020,0.6875
DB01010,DB06204,0.56
DB01010,DB11085,0.5926
DB01010,DB01158,0.5373
DB01010,DB00388,0.5538
DB01010,DB00610,0.5312
DB00475,DB00408,0.5354
DB00475,DB00543,0.528
DB00475,DB00363,0.5197
DB00475,DB13872,0.5124
DB00475,DB00628,0.5902
DB00475,DB00829,0.6496
DB00475,DB00186,0.5042
DB00475,DB01215,0.6066
DB00475,DB00404,0.6129
DB00475,DB00683,0.5238
DB00475,DB01239,0.5
DB00475,DB00349,0.5378
DB00475,DB00231,0.6218
DB00475,DB01595,0.5333
DB00724,DB00382,0.5053
DB00408,DB00972,0.5241
DB00408,DB00372,0.5068
DB00408,DB00543,0.8485
DB00408,DB00363,0.806
DB00408,DB13872,0.5156
DB00408,DB00434,0.5
DB00408,DB00829,0.5484
DB00408,DB00670,0.5211
DB00408,DB00719,0.5
DB00408,DB00404,0.5038
DB00408,DB01224,0.5714
DB00408,DB00349,0.5079
DB00408,DB00433,0.6
DB00408,DB00231,0.5238
DB00408,DB01623,0.5132
DB00408,DB08936,0.5938
DB04465,DB00479,0.6071
DB04465,DB01172,0.6711
DB04465,DB15617,0.6316
DB04465,DB00581,0.7705
DB04465,DB11217,0.531
DB04465,DB08818,0.5545
DB04465,DB00684,0.5578
DB04465,DB03615,0.6528
DB04465,DB00452,0.5632
DB04465,DB02772,0.7377
DB04465,DB09121,0.5263
DB00297,DB01056,0.5833
DB00297,DB00243,0.5034
DB00297,DB01002,1.0
DB00297,DB00961,0.8257
DB00297,DB00281,0.6095
DB00297,DB00296,0.9391
DB01597,DB04339,0.5055
DB00222,DB01251,0.6091
DB00222,DB00672,0.5
DB00222,DB01120,0.5256
DB00398,DB08875,0.5567
DB00398,DB08896,0.8778
DB00398,DB08828,0.5122
DB00398,DB11155,0.5775
DB13878,DB09027,0.5356
DB13878,DB11574,0.5756
DB13878,DB11613,0.5073
DB11730,DB09073,0.8085
DB14914,DB00821,0.5
DB14914,DB01628,0.5079
DB01116,DB08799,0.5255
DB01116,DB01616,0.518
DB01116,DB11584,0.5147
DB01116,DB00245,0.5103
DB01116,DB00812,0.5035
DB01116,DB13501,0.5072
DB01116,DB00813,0.5467
DB01116,DB00561,0.5031
DB01116,DB01146,0.5036
DB00972,DB01117,0.5132
DB00972,DB00363,0.5241
DB00972,DB00737,0.5
DB00972,DB00354,0.503
DB00972,DB08936,0.5612
DB06616,DB05294,0.5213
DB06616,DB11828,0.5093
DB14507,DB14518,0.5
DB14507,DB14489,0.5
DB14507,DB11093,0.6275
DB00195,DB00264,0.8348
DB00195,DB01580,0.5739
DB00195,DB01297,0.6667
DB00195,DB00187,0.7667
DB00195,DB13346,0.5047
DB00195,DB01193,0.5039
DB00195,DB00335,0.7368
DB00195,DB00612,0.746
DB00195,DB09351,1.0
DB11691,DB06800,0.5208
DB11691,DB00704,0.6421
DB11691,DB06230,0.6316
DB00359,DB06729,0.6486
DB00359,DB00576,0.6737
DB00359,DB01382,0.5741
DB00359,DB01581,0.7959
DB00359,DB00263,0.6392
DB00359,DB00664,0.7525
DB00359,DB01299,0.6604
DB00359,DB00250,0.5895
DB00359,DB00259,0.6234
DB00359,DB06821,0.7723
DB00359,DB01015,0.6737
DB00359,DB01298,0.6408
DB01044,DB01137,0.6575
DB01044,DB09047,0.7097
DB01044,DB01155,0.649
DB01044,DB00537,0.6809
DB01044,DB00365,0.7724
DB01044,DB11943,0.5195
DB01044,DB06771,0.7297
DB01044,DB00218,0.8258
DB01044,DB00467,0.5797
DB01044,DB01059,0.5797
DB01044,DB01165,0.6575
DB01044,DB01208,0.6577
DB01044,DB00487,0.5429
DB01144,DB00880,0.5412
DB01144,DB01325,0.5
DB01144,DB00999,0.5412
DB00050,DB00403,0.61
DB00050,DB06196,0.5195
DB00050,DB00014,0.6841
DB00050,DB00006,0.5969
DB00050,DB06825,0.72
DB00050,DB12865,0.5328
DB00050,DB00644,0.6692
DB00050,DB00007,0.7086
DB00050,DB06788,0.7263
DB00050,DB04931,0.7475
DB00050,DB01284,0.5594
DB00050,DB11842,0.6339
DB00050,DB00666,0.7776
DB00050,DB06785,0.8826
DB00429,DB00287,0.5027
DB00429,DB01160,0.8778
DB00429,DB12789,0.7375
DB00429,DB01240,0.5217
DB00429,DB00917,0.5875
DB00429,DB08819,0.5333
DB00411,DB00583,0.5
DB00411,DB01019,0.6154
DB00411,DB00122,0.5714
DB00411,DB03128,0.8
DB00411,DB06756,0.5455
DB00898,DB03175,0.6667
DB00403,DB00014,0.6667
DB00403,DB00006,0.5777
DB00403,DB06825,0.6933
DB00403,DB00644,0.6869
DB00403,DB00007,0.668
DB00403,DB06788,0.6972
DB00403,DB00183,0.6486
DB00403,DB04931,0.6974
DB00403,DB01284,0.5138
DB00403,DB11842,0.5991
DB00403,DB00666,0.697
DB00403,DB06785,0.5639
DB01117,DB01125,0.5625
DB00295,DB00956,0.5854
DB00295,DB00854,0.5043
DB00295,DB00327,0.7
DB00295,DB00704,0.5038
DB00295,DB01452,0.7059
DB00295,DB00318,0.878
DB00295,DB06230,0.5038
DB00997,DB00385,0.7787
DB00997,DB01177,0.8333
DB00997,DB00445,1.0
DB00997,DB00694,0.9378
DB00549,DB01228,0.5026
DB00549,DB06212,0.5243
DB01142,DB04837,0.5641
DB01142,DB00924,0.7705
DB01142,DB00792,0.5172
DB01142,DB08801,0.6129
DB01142,DB01237,0.5085
DB01142,DB00540,0.7
DB01142,DB00321,0.8361
DB01142,DB00192,0.5079
DB01142,DB01151,0.5
DB01142,DB01069,0.5085
DB01142,DB00458,0.6066
DB01142,DB01173,0.5593
DB01142,DB00726,0.5645
DB01142,DB09167,0.8361
DB01142,DB01075,0.5517
DB01142,DB01239,0.6777
DB01142,DB01242,0.5323
DB01142,DB01623,0.5068
DB00617,DB00347,0.7547
DB01250,DB00861,0.5872
DB01250,DB01399,0.531
DB01250,DB11221,0.5091
DB01219,DB01595,0.512
DB06204,DB11278,0.5128
DB06204,DB00388,0.5789
DB06204,DB11587,0.5185
DB06204,DB00610,0.6133
DB06204,DB00989,0.5275
DB00583,DB01019,0.5556
DB00583,DB00122,0.5
DB00583,DB03128,0.5
DB00583,DB06756,0.6522
DB00833,DB01053,0.5426
DB00833,DB00578,0.6029
DB00833,DB00923,0.561
DB00833,DB01326,0.7059
DB00833,DB00438,0.5119
DB00833,DB01333,0.6818
DB00833,DB00430,0.5027
DB00833,DB00319,0.5366
DB00833,DB00456,0.5797
DB00833,DB01416,0.5175
DB00833,DB01328,0.6626
DB00833,DB01602,0.5882
DB00833,DB00447,0.8485
DB00833,DB01139,0.5694
DB00833,DB00713,0.5175
DB00833,DB00567,0.9091
DB00833,DB01112,0.5616
DB00833,DB00689,0.8392
DB00833,DB01061,0.5584
DB00833,DB00948,0.5276
DB00833,DB01140,0.7612
DB00651,DB00201,0.7294
DB00651,DB09092,0.8411
DB00651,DB00277,0.6024
DB00651,DB00806,0.5686
DB06729,DB00576,0.5818
DB06729,DB01581,0.6372
DB06729,DB00263,0.5714
DB06729,DB00664,0.6034
DB06729,DB00482,0.5075
DB06729,DB08439,0.5441
DB06729,DB01299,0.5455
DB06729,DB00250,0.6
DB06729,DB00259,0.5217
DB06729,DB06821,0.5862
DB06729,DB01015,0.6
DB06729,DB01298,0.6102
DB06729,DB05015,0.512
DB06729,DB00533,0.528
DB01137,DB09047,0.5882
DB01137,DB01155,0.5369
DB01137,DB00537,0.5899
DB01137,DB00365,0.5594
DB01137,DB11943,0.5132
DB01137,DB06771,0.6164
DB01137,DB00218,0.5882
DB01137,DB00467,0.5588
DB01137,DB01059,0.5588
DB01137,DB01165,1.0
DB01137,DB01208,0.517
DB01137,DB00487,0.7101
DB01209,DB00611,0.5833
DB01209,DB00854,0.6792
DB01209,DB00783,0.5185
DB01209,DB00655,0.537
DB01209,DB00652,0.5688
DB01209,DB00504,0.625
DB11064,DB04838,0.7664
DB11064,DB14006,0.5208
DB11064,DB11201,0.7103
DB11064,DB11323,0.5682
DB11064,DB00936,0.557
DB11064,DB11071,0.5102
DB01427,DB06637,0.5333
DB01427,DB00817,0.5294
DB01026,DB01127,0.5202
DB01026,DB01263,0.5179
DB06196,DB06825,0.5201
DB06196,DB12865,0.5247
DB06196,DB00644,0.5396
DB06196,DB00007,0.5181
DB06196,DB06788,0.5046
DB06196,DB11842,0.5022
DB06196,DB00666,0.5171
DB00623,DB00372,0.7515
DB00623,DB00933,0.5839
DB00623,DB00850,0.8848
DB00623,DB00777,0.5098
DB00623,DB01403,0.5166
DB00623,DB00875,0.8023
DB00623,DB00508,0.7451
DB00623,DB01224,0.5783
DB00623,DB00680,0.5434
DB00623,DB00433,0.7673
DB00623,DB00477,0.6027
DB00623,DB00902,0.527
DB00623,DB01623,0.5263
DB01367,DB06764,0.5301
DB00014,DB00006,0.5178
DB00014,DB06825,0.8131
DB00014,DB00644,0.9039
DB00014,DB00007,0.8421
DB00014,DB06788,0.7829
DB00014,DB00183,0.5486
DB00014,DB04931,0.6908
DB00014,DB01284,0.5006
DB00014,DB11842,0.7205
DB00014,DB00666,0.8046
DB00014,DB06785,0.6478
DB01348,DB00881,0.7458
DB01348,DB00519,0.7586
DB01348,DB01340,0.6395
DB01348,DB00542,0.5714
DB01348,DB00722,0.6071
DB01348,DB00691,0.7059
DB01348,DB00492,0.5102
DB01348,DB00790,0.5696
DB13908,DB00470,0.5
DB13908,DB11254,0.8
DB13908,DB09061,0.5051
