,compound_1,compound_2,label
7412,DB04540,P11473,1.0
7413,DB04540,Q9ULY5,1.0
7414,DB04564,P09848,1.0
7415,DB04570,P42971,1.0
7416,DB04570,P02918,1.0
7417,DB04570,P02919,1.0
7418,DB04570,P24228,1.0
7419,DB04573,P03372,1.0
7420,DB04573,Q92731,1.0
7421,DB04573,P04278,1.0
7422,DB04574,P03372,1.0
7423,DB04574,Q92731,1.0
7424,DB04575,P03372,1.0
7425,DB04657,P31040,1.0
7426,DB04703,Q96GD4,1.0
7427,DB04743,P35354,1.0
7428,DB04743,Q9NZK7,1.0
7429,DB04743,P02788,1.0
7430,DB04794,P10613,1.0
7431,DB04794,P20813,1.0
7432,DB04817,P23219,1.0
7433,DB04820,P27338,1.0
7434,DB04820,P21397,1.0
7435,DB04820,P21964,1.0
7436,DB04821,P23975,1.0
7437,DB04821,Q01959,1.0
7438,DB04821,P27338,1.0
7439,DB04821,P21397,1.0
7440,DB04821,P05164,1.0
7441,DB04821,P31645,1.0
7442,DB04821,Q05940,1.0
7443,DB04824,O60656,1.0
7444,DB04824,O75469,1.0
7445,DB04824,Q14994,1.0
7446,DB04824,P03372,1.0
7447,DB04824,P04278,1.0
7448,DB04825,P0DP23,1.0
7449,DB04825,Q9H1R3,1.0
7450,DB04832,P31645,1.0
7451,DB04832,P27338,1.0
7452,DB04832,P21397,1.0
7453,DB04834,P08172,1.0
7454,DB04835,P51681,1.0
7455,DB04837,P35367,1.0
7456,DB04838,P54289,1.0
7457,DB04838,P23141,1.0
7458,DB04839,P10275,1.0
7459,DB04839,P07288,1.0
7460,DB04840,P23975,1.0
7461,DB04841,O43497,1.0
7462,DB04841,O95180,1.0
7463,DB04841,Q9P0X4,1.0
7464,DB04841,P35367,1.0
7465,DB04841,P0DP23,1.0
7466,DB04842,P14416,1.0
7467,DB04842,P28223,1.0
7468,DB04842,Q06432,1.0
7469,DB04843,P11229,1.0
7470,DB04843,P20309,1.0
7471,DB04844,Q05940,1.0
7472,DB04844,P14416,1.0
7473,DB04845,Q13509,1.0
7474,DB04846,P08588,1.0
7475,DB04846,P07550,1.0
7476,DB04846,P13945,1.0
7477,DB04846,P08913,1.0
7478,DB04846,P18089,1.0
7479,DB04846,P18825,1.0
7480,DB04854,P47989,1.0
7481,DB04855,P35348,1.0
7482,DB04855,P35368,1.0
7483,DB04855,P25100,1.0
7484,DB04855,P08913,1.0
7485,DB04855,P18089,1.0
7486,DB04855,P18825,1.0
7487,DB04855,P08588,1.0
7488,DB04855,Q12809,1.0
7489,DB04855,Q13936,1.0
7490,DB04855,Q01668,1.0
7491,DB04855,O60840,1.0
7492,DB04855,Q13698,1.0
7493,DB04855,Q02641,1.0
7494,DB04855,Q08289,1.0
7495,DB04855,P54284,1.0
7496,DB04855,O00305,1.0
7497,DB04855,O95069,1.0
7498,DB04855,Q14524,1.0
7499,DB04855,P48549,1.0
7500,DB04855,P51787,1.0
7501,DB04855,Q14500,1.0
7502,DB04855,Q9UNX9,1.0
7503,DB04855,P63252,1.0
7504,DB04855,P48050,1.0
7505,DB04855,P32418,1.0
7506,DB04855,Q9UK17,1.0
7507,DB04855,P10827,1.0
7508,DB04861,P08588,1.0
7509,DB04861,P07550,1.0
7510,DB04861,P13945,1.0
7511,DB04864,P22303,1.0
7512,DB04865,P20276,1.0
7513,DB04865,P39023,1.0
7514,DB04868,P00519,1.0
7515,DB04868,P10721,1.0
7516,DB04871,P28335,1.0
7517,DB04876,P27487,1.0
7518,DB04880,Q14432,1.0
7519,DB04890,P35367,1.0
7520,DB04895,P15692,1.0
7521,DB04896,P23975,1.0
7522,DB04896,P31645,1.0
7523,DB04896,Q05586,1.0
7524,DB04896,Q12879,1.0
7525,DB04896,Q13224,1.0
7526,DB04896,Q14957,1.0
7527,DB04896,O15399,1.0
7528,DB04896,Q8TCU5,1.0
7529,DB04896,O60391,1.0
7530,DB04898,P00734,1.0
7531,DB04899,P16066,1.0
7532,DB04899,P20594,1.0
7533,DB04899,P17342,1.0
7534,DB04908,P08908,1.0
7535,DB04908,P21917,1.0
7536,DB04908,P28223,1.0
7537,DB04918,Q7DHH4,1.0
7538,DB04918,P14677,1.0
7539,DB04918,P0AD68,1.0
7540,DB04920,Q13936,1.0
7541,DB04920,Q13698,1.0
7542,DB04920,O60840,1.0
7543,DB04920,Q01668,1.0
7544,DB04930,P35498,1.0
7545,DB04930,P03372,1.0
7546,DB04930,O75469,1.0
7547,DB04931,Q01726,1.0
7548,DB04932,P30542,1.0
7549,DB04932,P29275,1.0
7550,DB04932,P29274,1.0
7551,DB04938,P03372,1.0
7552,DB04941,P13569,1.0
7553,DB04941,Q5XXA6,1.0
7554,DB04946,P28223,1.0
7555,DB04946,P14416,1.0
7556,DB04946,P21728,1.0
7557,DB04946,P35462,1.0
7558,DB04946,P21917,1.0
7559,DB04946,P08908,1.0
7560,DB04946,P50406,1.0
7561,DB04946,P34969,1.0
7562,DB04946,P35348,1.0
7563,DB04946,P35367,1.0
7564,DB04946,P18825,1.0
7565,DB04948,P08913,1.0
7566,DB04948,P35348,1.0
7567,DB04948,P08908,1.0
7568,DB04948,P34969,1.0
7569,DB04948,P28335,1.0
7570,DB04948,P28221,1.0
7571,DB04953,O43526,1.0
7572,DB04953,O43525,1.0
7573,DB04953,P56696,1.0
7574,DB04953,Q9NR82,1.0
7575,DB05013,P17252,1.0
7576,DB05013,Q05655,1.0
7577,DB05015,Q13547,1.0
7578,DB05015,Q969S8,1.0
7579,DB05015,Q96DB2,1.0
7580,DB05015,Q92769,1.0
7581,DB05015,O15379,1.0
7582,DB05015,P56524,1.0
7583,DB05015,Q9UQL6,1.0
7584,DB05015,Q9UBN7,1.0
7585,DB05015,Q8WUI4,1.0
7586,DB05015,Q9BY41,1.0
7587,DB05015,Q9UKV0,1.0
7588,DB05018,P06280,1.0
7589,DB05039,P07550,1.0
7590,DB05084,Q03431,1.0
7591,DB05099,P02671,1.0
7592,DB05154,P95029,1.0
7593,DB05154,P9WJY5,1.0
7594,DB05154,P9WIP7,1.0
7595,DB05154,A0A0T9AZ62,1.0
7596,DB05154,A0A1K3GRG2,1.0
7597,DB05154,A0A045KKX4,1.0
7598,DB05154,A0A045ISQ8,1.0
7599,DB05154,P9WGR1,1.0
7600,DB05219,Q07343,1.0
7601,DB05219,P27815,1.0
7602,DB05219,Q08499,1.0
7603,DB05219,Q08493,1.0
7604,DB05239,Q02750,1.0
7605,DB05246,O43497,1.0
7606,DB05259,P01911,1.0
7607,DB05260,P31350,1.0
7608,DB05260,P21281,1.0
7609,DB05260,P02818,1.0
7610,DB05260,Q9S427,1.0
7611,DB05260,P01584,1.0
7612,DB05271,P35462,1.0
7613,DB05271,P21917,1.0
7614,DB05271,P21918,1.0
7615,DB05271,P14416,1.0
7616,DB05271,P21728,1.0
7617,DB05271,P08908,1.0
7618,DB05271,P18089,1.0
7619,DB05276,Q69600,1.0
7620,DB05294,P15692,1.0
7621,DB05294,P00533,1.0
7622,DB05294,Q13882,1.0
7623,DB05294,Q02763,1.0
7624,DB05294,P07949,1.0
7625,DB05299,P60568,1.0
7626,DB05311,P03952,1.0
7627,DB05316,P28223,1.0
7628,DB05316,P14416,1.0
7629,DB05332,P40238,1.0
7630,DB05351,P20648,1.0
7631,DB05351,P51164,1.0
7632,DB05351,O94760,1.0
7633,DB05381,P35367,1.0
7634,DB05381,P25021,1.0
7635,DB05381,Q9Y5N1,1.0
7636,DB05381,Q9H3N8,1.0
7637,DB05381,Q05940,1.0
7638,DB05382,Q92911,1.0
7639,DB05389,Q7L5Y9,1.0
7640,DB05389,Q86VB7,1.0
7641,DB05521,B0B3C9,1.0
7642,DB05521,Q9Y6L6,1.0
7643,DB05521,O94956,1.0
7644,DB05541,Q7L0J3,1.0
7645,DB05541,P35498,1.0
7646,DB05541,Q9Y5Y9,1.0
7647,DB05541,Q9UI33,1.0
7648,DB05541,Q99250,1.0
7649,DB05541,Q9NY46,1.0
7650,DB05541,P35499,1.0
7651,DB05541,Q14524,1.0
7652,DB05541,Q01118,1.0
7653,DB05541,Q9UQD0,1.0
7654,DB05541,Q15858,1.0
7655,DB05541,Q07699,1.0
7656,DB05541,O60939,1.0
7657,DB05541,Q9NY72,1.0
7658,DB05541,Q8IWT1,1.0
7659,DB05578,P35968,1.0
7660,DB05630,P11387,1.0
7661,DB05676,Q86V67,1.0
7662,DB05679,P29460,1.0
7663,DB05679,P29460,1.0
7664,DB05679,Q9NPF7,1.0
7665,DB05773,P04626,1.0
7666,DB05777,P00734,1.0
7667,DB05777,P12259,1.0
7668,DB05812,P05093,1.0
7669,DB05829,Q03431,1.0
7670,DB05829,P49190,1.0
7671,DB05889,P20273,1.0
7672,DB05990,Q96RI1,1.0
7673,DB06016,P35462,1.0
7674,DB06016,P14416,1.0
7675,DB06016,P08908,1.0
7676,DB06016,P41595,1.0
7677,DB06016,P28223,1.0
7678,DB06016,P35367,1.0
7679,DB06043,P16234,1.0
7680,DB06077,P28223,1.0
7681,DB06077,P14416,1.0
7682,DB06077,P21728,1.0
7683,DB06077,P31645,1.0
7684,DB06077,Q13224,1.0
7685,DB06081,P04275,1.0
7686,DB06137,P12931,1.0
7687,DB06137,P07437,1.0
7688,DB06144,P14416,1.0
7689,DB06144,P28223,1.0
7690,DB06144,P28335,1.0
7691,DB06144,P50406,1.0
7692,DB06144,Q12809,1.0
7693,DB06144,P35348,1.0
7694,DB06144,P35368,1.0
7695,DB06144,P25100,1.0
7696,DB06145,Q9A1X4,1.0
7697,DB06147,Q27738,1.0
7698,DB06148,P08913,1.0
7699,DB06148,P28223,1.0
7700,DB06148,P28335,1.0
7701,DB06148,P35367,1.0
7702,DB06148,P23975,1.0
7703,DB06148,P31645,1.0
7704,DB06148,Q9H3N8,1.0
7705,DB06148,P08908,1.0
7706,DB06148,P18825,1.0
7707,DB06148,P41595,1.0
7708,DB06148,P30939,1.0
7709,DB06148,P18089,1.0
7710,DB06148,P35462,1.0
7711,DB06148,P41145,1.0
7712,DB06148,Q01959,1.0
7713,DB06148,P34969,1.0
7714,DB06148,P14416,1.0
7715,DB06148,P50406,1.0
7716,DB06148,P35348,1.0
7717,DB06148,P35368,1.0
7718,DB06148,P25100,1.0
7719,DB06148,P21728,1.0
7720,DB06148,P21918,1.0
7721,DB06151,P48637,1.0
7722,DB06151,Q9UPY5,1.0
7723,DB06151,Q03154,1.0
7724,DB06151,O14920,1.0
7725,DB06151,O15111,1.0
7726,DB06151,Q13224,1.0
7727,DB06151,Q05586,1.0
7728,DB06151,Q12879,1.0
7729,DB06151,O15399,1.0
7730,DB06151,Q8TCU5,1.0
7731,DB06152,Q9P0X4,1.0
7732,DB06152,P48551,1.0
7733,DB06153,P11229,1.0
7734,DB06153,P08172,1.0
7735,DB06153,P20309,1.0
7736,DB06153,P28223,1.0
7737,DB06153,P41595,1.0
7738,DB06153,P28335,1.0
7739,DB06153,P08908,1.0
7740,DB06153,P28222,1.0
7741,DB06153,P28221,1.0
7742,DB06153,P35367,1.0
7743,DB06153,P35348,1.0
7744,DB06153,P35368,1.0
7745,DB06153,P25100,1.0
7746,DB06153,P08913,1.0
7747,DB06153,P18089,1.0
7748,DB06153,P18825,1.0
7749,DB06154,P69905,1.0
7750,DB06154,P68871,1.0
7751,DB06155,P21554,1.0
7752,DB06155,Q9Y2T6,1.0
7753,DB06168,P01584,1.0
7754,DB06174,Q99720,1.0
7755,DB06176,Q13547,1.0
7756,DB06176,Q92769,1.0
7757,DB06176,P56524,1.0
7758,DB06176,Q9UBN7,1.0
7759,DB06176,P33527,1.0
7760,DB06186,P16410,1.0
7761,DB06196,P15144,1.0
7762,DB06196,P30411,1.0
7763,DB06201,P41594,1.0
7764,DB06201,Q15858,1.0
7765,DB06202,P03372,1.0
7766,DB06202,Q92731,1.0
7767,DB06202,P34972,1.0
7768,DB06203,P27487,1.0
7769,DB06204,P35372,1.0
7770,DB06204,P23975,1.0
7771,DB06204,P41145,1.0
7772,DB06204,P41143,1.0
7773,DB06204,P46098,1.0
7774,DB06204,P31645,1.0
7775,DB06205,P01137,1.0
7776,DB06207,P35348,1.0
7777,DB06207,P35368,1.0
7778,DB06207,P25100,1.0
7779,DB06209,Q9H244,1.0
7780,DB06210,P40238,1.0
7781,DB06211,P02918,1.0
7782,DB06211,P02919,1.0
7783,DB06211,P0AD65,1.0
7784,DB06211,Q51504,1.0
7785,DB06211,P72355,1.0
7786,DB06212,P30518,1.0
7787,DB06212,P37288,1.0
7788,DB06213,P29274,1.0
7789,DB06216,P08908,1.0
7790,DB06216,P28222,1.0
7791,DB06216,P28223,1.0
7792,DB06216,P41595,1.0
7793,DB06216,P28335,1.0
7794,DB06216,P47898,1.0
7795,DB06216,P50406,1.0
7796,DB06216,P34969,1.0
7797,DB06216,P14416,1.0
7798,DB06216,P35462,1.0
7799,DB06216,P21917,1.0
7800,DB06216,P21728,1.0
7801,DB06216,P35348,1.0
7802,DB06216,P08913,1.0
7803,DB06216,P18089,1.0
7804,DB06216,P18825,1.0
7805,DB06216,P35367,1.0
7806,DB06216,P25021,1.0
7807,DB06216,P08588,1.0
7808,DB06216,P07550,1.0
7809,DB06217,Q14524,1.0
7810,DB06217,P22460,1.0
7811,DB06217,Q9UK17,1.0
7812,DB06217,Q12809,1.0
7813,DB06218,Q9Y5Y9,1.0
7814,DB06218,Q15858,1.0
7815,DB06218,Q9NY46,1.0
7816,DB06228,P00742,1.0
7817,DB06230,P35372,1.0
7818,DB06230,P41145,1.0
7819,DB06230,P41143,1.0
7820,DB06237,O76074,1.0
7821,DB06243,P11926,1.0
7822,DB06249,P03372,1.0
7823,DB06249,Q92731,1.0
7824,DB06262,P35348,1.0
7825,DB06262,P35368,1.0
7826,DB06262,P25100,1.0
7827,DB06262,P08913,1.0
7828,DB06262,P18089,1.0
7829,DB06262,P18825,1.0
7830,DB06262,P08588,1.0
7831,DB06262,P07550,1.0
7832,DB06262,P13945,1.0
7833,DB06262,P00439,1.0
7834,DB06267,O76074,1.0
7835,DB06268,P25101,1.0
7836,DB06268,P24530,1.0
7837,DB06271,P01008,1.0
7838,DB06271,P05546,1.0
7839,DB06273,P08887,1.0
7840,DB06274,P35372,1.0
7841,DB06274,P41145,1.0
7842,DB06274,P41143,1.0
7843,DB06282,P35367,1.0
7844,DB06283,Q00975,1.0
7845,DB06283,O00555,1.0
7846,DB06285,Q03431,1.0
7847,DB06287,P42345,1.0
7848,DB06288,P35462,1.0
7849,DB06288,P14416,1.0
7850,DB06288,P34969,1.0
7851,DB06288,P28223,1.0
7852,DB06290,Q91RS4,1.0
7853,DB06292,P31639,1.0
7854,DB06317,Q9NQ25,1.0
7855,DB06335,P27487,1.0
7856,DB06343,P08069,1.0
7857,DB06366,P04626,1.0
7858,DB06372,P01584,1.0
7859,DB06372,P01583,1.0
7860,DB06372,P18510,1.0
7861,DB06401,P03372,1.0
7862,DB06401,Q92731,1.0
7863,DB06403,P25101,1.0
7864,DB06403,P24530,1.0
7865,DB06404,P00736,1.0
7866,DB06404,P09871,1.0
7867,DB06404,P03952,1.0
7868,DB06404,P00748,1.0
7869,DB06404,P00734,1.0
7870,DB06404,P03951,1.0
7871,DB06404,P00750,1.0
7872,DB06410,P11473,1.0
7873,DB06412,P10275,1.0
7874,DB06412,P16860,1.0
7875,DB06413,Q01959,1.0
7876,DB06414,P03366,1.0
7877,DB06414,P04585,1.0
7878,DB06439,P06858,1.0
7879,DB06441,Q9H244,1.0
7880,DB06448,P49354,1.0
7881,DB06448,P49356,1.0
7882,DB06480,Q13639,1.0
7883,DB06589,P35916,1.0
7884,DB06589,P17948,1.0
7885,DB06589,P09619,1.0
7886,DB06589,P35968,1.0
7887,DB06589,P10721,1.0
7888,DB06589,P16234,1.0
7889,DB06589,P22607,1.0
7890,DB06589,Q08881,1.0
7891,DB06589,P05230,1.0
7892,DB06589,Q9UQQ2,1.0
7893,DB06594,P28335,1.0
7894,DB06594,P48039,1.0
7895,DB06594,P49286,1.0
7896,DB06595,P36888,1.0
7897,DB06595,P09619,1.0
7898,DB06595,P35968,1.0
7899,DB06595,P10721,1.0
7900,DB06595,P16234,1.0
7901,DB06595,P17252,1.0
7902,DB06602,P05113,1.0
7903,DB06603,Q13547,1.0
7904,DB06603,Q969S8,1.0
7905,DB06603,Q96DB2,1.0
7906,DB06603,Q92769,1.0
7907,DB06603,O15379,1.0
7908,DB06603,P56524,1.0
7909,DB06603,Q9UQL6,1.0
7910,DB06603,Q9UBN7,1.0
7911,DB06603,Q8WUI4,1.0
7912,DB06603,Q9BY41,1.0
7913,DB06603,Q9UKV0,1.0
7914,DB06605,P00742,1.0
7915,DB06607,P16422,1.0
7916,DB06607,P12318,1.0
7917,DB06607,P08637,1.0
7918,DB06607,O75015,1.0
7919,DB06607,P07766,1.0
7920,DB06607,P12314,1.0
7921,DB06612,P05113,1.0
7922,DB06614,P06818,1.0
7923,DB06614,P03472,1.0
7924,DB06614,P27907,1.0
7925,DB06616,P11274,1.0
7926,DB06616,P00519,1.0
7927,DB06616,P07948,1.0
7928,DB06616,P08631,1.0
7929,DB06616,P12931,1.0
7930,DB06616,P24941,1.0
7931,DB06616,Q02750,1.0
7932,DB06616,P36507,1.0
7933,DB06616,Q9Y2U5,1.0
7934,DB06616,Q13555,1.0
7935,DB06626,P35916,1.0
7936,DB06626,P17948,1.0
7937,DB06626,P35968,1.0
7938,DB06637,Q09470,1.0
7939,DB06637,P16389,1.0
7940,DB06637,P22001,1.0
7941,DB06637,P22459,1.0
7942,DB06637,P22460,1.0
7943,DB06637,P17658,1.0
7944,DB06637,Q96RP8,1.0
7945,DB06637,Q16322,1.0
7946,DB06637,Q14721,1.0
7947,DB06637,Q92953,1.0
7948,DB06637,P48547,1.0
7949,DB06637,Q96PR1,1.0
7950,DB06637,Q14003,1.0
7951,DB06637,Q9NSA2,1.0
7952,DB06637,Q9NZV8,1.0
7953,DB06637,Q9UK17,1.0
7954,DB06643,O14788,1.0
7955,DB06650,P11836,1.0
7956,DB06654,P27338,1.0
7957,DB06655,P43220,1.0
7958,DB06663,P30872,1.0
7959,DB06663,P35346,1.0
7960,DB06663,P30874,1.0
7961,DB06663,P32745,1.0
7962,DB06674,P01375,1.0
7963,DB06681,P42081,1.0
7964,DB06681,P33681,1.0
7965,DB06684,P31645,1.0
7966,DB06684,P08908,1.0
7967,DB06688,P15309,1.0
7968,DB06689,P00748,1.0
7969,DB06691,P35367,1.0
7970,DB06692,P00747,1.0
7971,DB06692,P06870,1.0
7972,DB06692,P07477,1.0
7973,DB06692,P17538,1.0
7974,DB06694,P35348,1.0
7975,DB06694,P08913,1.0
7976,DB06694,P18089,1.0
7977,DB06694,P35368,1.0
7978,DB06694,P25100,1.0
7979,DB06694,P18825,1.0
7980,DB06695,P00734,1.0
7981,DB06698,P35367,1.0
7982,DB06698,Q9Y5N1,1.0
7983,DB06699,P30968,1.0
7984,DB06700,P23975,1.0
7985,DB06700,P31645,1.0
7986,DB06700,Q01959,1.0
7987,DB06701,Q01959,1.0
7988,DB06701,P23975,1.0
7989,DB06701,P31645,1.0
7990,DB06702,P20309,1.0
7991,DB06702,P08173,1.0
7992,DB06702,P11229,1.0
7993,DB06702,P08172,1.0
7994,DB06702,P08912,1.0
7995,DB06706,P35348,1.0
7996,DB06706,Q05940,1.0
7997,DB06707,P08913,1.0
7998,DB06707,P18089,1.0
7999,DB06707,P18825,1.0
8000,DB06709,P20309,1.0
8001,DB06710,P10275,1.0
8002,DB06710,P03372,1.0
8003,DB06711,P08913,1.0
8004,DB06711,P35348,1.0
8005,DB06712,Q13936,1.0
8006,DB06712,P54289,1.0
8007,DB06712,Q08289,1.0
8008,DB06712,Q01668,1.0
8009,DB06712,Q13698,1.0
8010,DB06712,Q8IZS8,1.0
8011,DB06713,P06401,1.0
8012,DB06713,P02768,1.0
8013,DB06713,P10275,1.0
8014,DB06714,Q05940,1.0
8015,DB06714,Q96RJ0,1.0
8016,DB06716,P47870,1.0
8017,DB06716,P28472,1.0
8018,DB06718,P10275,1.0
8019,DB06719,P22888,1.0
8020,DB06719,P30968,1.0
8021,DB06720,P04062,1.0
8022,DB06725,P23219,1.0
8023,DB06725,P35354,1.0
8024,DB06729,P0AC13,1.0
8025,DB06736,P35354,1.0
8026,DB06736,P23219,1.0
8027,DB06751,P27815,1.0
8028,DB06751,Q13936,1.0
8029,DB06752,P13727,1.0
8030,DB06754,P01008,1.0
8031,DB06756,P10415,1.0
8032,DB06757,P50213,1.0
8033,DB06757,P51553,1.0
8034,DB06757,Q15750,1.0
8035,DB06757,P05089,1.0
8036,DB06757,P02787,1.0
8037,DB06759,P06434,1.0
8038,DB06759,P06435,1.0
8039,DB06764,P35348,1.0
8040,DB06766,P35367,1.0
8041,DB06771,P43702,1.0
8042,DB06771,P72525,1.0
8043,DB06771,P43700,1.0
8044,DB06771,P72524,1.0
8045,DB06772,P68366,1.0
8046,DB06772,Q9H4B7,1.0
8047,DB06773,P12814,1.0
8048,DB06774,Q8NER1,1.0
8049,DB06774,Q99623,1.0
8050,DB06775,P31327,1.0
8051,DB06777,Q96RI1,1.0
8052,DB06777,O75469,1.0
8053,DB06777,Q8TDU6,1.0
8054,DB06777,P52895,1.0
8055,DB06779,P01008,1.0
8056,DB06779,P15692,1.0
8057,DB06779,P10646,1.0
8058,DB06779,P16109,1.0
8059,DB06780,P08235,1.0
8060,DB06781,P04150,1.0
8061,DB06782,P05067,1.0
8062,DB06785,P30968,1.0
8063,DB06786,Q99835,1.0
8064,DB06787,P11229,1.0
8065,DB06787,P08172,1.0
8066,DB06787,P20309,1.0
8067,DB06787,P08173,1.0
8068,DB06788,P30968,1.0
8069,DB06789,P06401,1.0
8070,DB06791,P30874,1.0
8071,DB06791,P35346,1.0
8072,DB06795,P23280,1.0
8073,DB06800,P35372,1.0
8074,DB06800,P41145,1.0
8075,DB06802,P23219,1.0
8076,DB06802,P35354,1.0
8077,DB06809,P61073,1.0
8078,DB06813,P00374,1.0
8079,DB06813,P04818,1.0
8080,DB06814,P07550,1.0
8081,DB06817,Q7ZJM1,1.0
8082,DB06819,P95468,1.0
8083,DB06819,P00800,1.0
8084,DB06821,P0AC13,1.0
8085,DB06822,P01008,1.0
8086,DB06822,P13612,1.0
8087,DB06822,P48061,1.0
8088,DB06825,P30968,1.0
8089,DB06827,P9WJ63,1.0
8090,DB07565,P24093,1.0
8091,DB07776,P0A3R9,1.0
8092,DB07776,P11474,1.0
8093,DB07776,O95718,1.0
8094,DB07776,Q16678,1.0
8095,DB08329,P00918,1.0
8096,DB08439,P35354,1.0
8097,DB08439,P02788,1.0
8098,DB08604,P0AEK4,1.0
8099,DB08604,P9WGR1,1.0
8100,DB08604,O24990,1.0
8101,DB08604,A0A348A0U3,1.0
8102,DB08604,Q6GI75,1.0
8103,DB08604,O75469,1.0
8104,DB08604,P10275,1.0
8105,DB08604,Q14994,1.0
8106,DB08604,P37231,1.0
8107,DB08604,P07202,1.0
8108,DB08799,P35367,1.0
8109,DB08801,P35367,1.0
8110,DB08801,P08172,1.0
8111,DB08804,P10275,1.0
8112,DB08809,Q15118,1.0
8113,DB08809,O43708,1.0
8114,DB08813,P01008,1.0
8115,DB08813,P16109,1.0
8116,DB08813,P01100,1.0
8117,DB08813,P01106,1.0
8118,DB08814,P23219,1.0
8119,DB08814,P19838,1.0
8120,DB08814,P35228,1.0
8121,DB08814,Q9Y233,1.0
8122,DB08815,P14416,1.0
8123,DB08815,P28223,1.0
8124,DB08815,P34969,1.0
8125,DB08815,P08908,1.0
8126,DB08815,P18825,1.0
8127,DB08815,P08913,1.0
8128,DB08816,Q9H244,1.0
8129,DB08818,P16070,1.0
8130,DB08818,P05362,1.0
8131,DB08818,O75330,1.0
8132,DB08818,O14594,1.0
8133,DB08818,P13611,1.0
8134,DB08818,Q07021,1.0
8135,DB08818,P10915,1.0
8136,DB08818,Q96S86,1.0
8137,DB08818,Q86UW8,1.0
8138,DB08818,Q14520,1.0
8139,DB08818,Q6UX15,1.0
8140,DB08818,Q8WWQ8,1.0
8141,DB08818,P98066,1.0
8142,DB08818,Q9BZV3,1.0
8143,DB08818,Q5JVS0,1.0
8144,DB08819,P43088,1.0
8145,DB08820,P13569,1.0
8146,DB08822,P30556,1.0
8147,DB08827,P55157,1.0
8148,DB08828,Q99835,1.0
8149,DB08860,P04035,1.0
8150,DB08860,P20701,1.0
8151,DB08862,P32238,1.0
8152,DB08862,P04049,1.0
8153,DB08862,P27361,1.0
8154,DB08862,P01133,1.0
8155,DB08862,P05771,1.0
8156,DB08862,P32239,1.0
8157,DB08864,Q72547,1.0
8158,DB08864,O75469,1.0
8159,DB08865,Q9UM73,1.0
8160,DB08865,P08581,1.0
8161,DB08867,P06401,1.0
8162,DB08867,P04150,1.0
8163,DB08867,P10275,1.0
8164,DB08868,Q9H228,1.0
8165,DB08868,Q13547,1.0
8166,DB08868,P21453,1.0
8167,DB08868,O95977,1.0
8168,DB08868,Q99500,1.0
8169,DB08869,Q02643,1.0
8170,DB08870,P28908,1.0
8171,DB08871,Q9H4B7,1.0
8172,DB08871,P10415,1.0
8173,DB08872,P54289,1.0
8174,DB08872,Q9NY47,1.0
8175,DB08873,B0B3C9,1.0
8176,DB08874,Q18BX5,1.0
8177,DB08875,P08581,1.0
8178,DB08875,P35968,1.0
8179,DB08875,P07949,1.0
8180,DB08877,P23458,1.0
8181,DB08877,O60674,1.0
8182,DB08879,Q9Y275,1.0
8183,DB08880,Q02127,1.0
8184,DB08881,P15056,1.0
8185,DB08882,P27487,1.0
8186,DB08883,P42261,1.0
8187,DB08885,P15692,1.0
8188,DB08885,P49763,1.0
8189,DB08885,P49765,1.0
8190,DB08888,P02751,1.0
8191,DB08888,P01023,1.0
8192,DB08888,P08697,1.0
8193,DB08889,P28074,1.0
8194,DB08889,P28062,1.0
8195,DB08889,P20618,1.0
8196,DB08889,P28065,1.0
8197,DB08889,P49721,1.0
8198,DB08889,P40306,1.0
8199,DB08890,P25092,1.0
8200,DB08893,P13945,1.0
8201,DB08894,P19235,1.0
8202,DB08895,P23458,1.0
8203,DB08895,O60674,1.0
8204,DB08895,P52333,1.0
8205,DB08895,P29597,1.0
8206,DB08896,P17948,1.0
8207,DB08896,P35968,1.0
8208,DB08896,P35916,1.0
8209,DB08896,P10721,1.0
8210,DB08896,P16234,1.0
8211,DB08896,P09619,1.0
8212,DB08896,P11362,1.0
8213,DB08896,P21802,1.0
8214,DB08896,Q02763,1.0
8215,DB08896,Q16832,1.0
8216,DB08896,P04629,1.0
8217,DB08896,P29317,1.0
8218,DB08896,P04049,1.0
8219,DB08896,P15056,1.0
8220,DB08896,Q15759,1.0
8221,DB08896,P42685,1.0
8222,DB08896,P00519,1.0
8223,DB08896,P07949,1.0
8224,DB08897,P11229,1.0
8225,DB08897,P08172,1.0
8226,DB08897,P20309,1.0
8227,DB08897,P08173,1.0
8228,DB08897,P08912,1.0
8229,DB08899,P10275,1.0
8230,DB08900,O95838,1.0
8231,DB08901,P00519,1.0
8232,DB08901,P11274,1.0
8233,DB08901,P10721,1.0
8234,DB08901,P07949,1.0
8235,DB08901,Q02763,1.0
8236,DB08901,P36888,1.0
8237,DB08901,P11362,1.0
8238,DB08901,P21802,1.0
8239,DB08901,P22607,1.0
8240,DB08901,P22455,1.0
8241,DB08901,P06239,1.0
8242,DB08901,P12931,1.0
8243,DB08901,P07948,1.0
8244,DB08901,P35968,1.0
8245,DB08901,P16234,1.0
8246,DB08902,P13423,1.0
8247,DB08903,P9WPS1,1.0
8248,DB08904,P01375,1.0
8249,DB08906,P04150,1.0
8250,DB08906,P06401,1.0
8251,DB08906,P08235,1.0
8252,DB08907,P31639,1.0
8253,DB08908,Q14145,1.0
8254,DB08908,Q04206,1.0
